,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39
31.77646075162188,-0.3136897,0.01377261,0.3076369,-0.38187703,0.35168472,0.40285677,-0.2288011,-0.004849334,0.1071899,0.15956613,0.027740708,0.31356233,0.016277514,-0.53014815,-0.22576064,0.41959512,0.23309068,0.11364905,0.18737936,-0.47075084,-0.74942535,0.007477221,0.27260077,0.025191776,0.26816425,-0.0085753715,0.16489355,0.04924864,-0.035846118,0.2762608,-0.39390314,-0.29125535,0.2741416,-0.109288715,-0.084436506,0.41983366,-0.32769233,-0.54742974,-0.15837687,0.08189466
31.83673784971973,-0.13821065,0.025292858,-0.24372527,-0.335182,0.56303585,0.33765307,-0.03116896,-0.18250914,-0.03483815,0.08770957,0.09944877,0.32410833,0.017095445,-0.6220457,-0.45433274,0.12702763,0.31998724,-0.09353672,0.11344423,-0.40321508,-0.38488108,0.09829514,0.43692255,0.026726743,0.21409747,-0.030926047,0.013045524,-0.0025382705,0.05749433,0.39340243,-0.6708073,-0.22345607,0.3126894,-0.35581976,0.21457401,0.2584069,-0.36258093,-0.46262062,-0.08157928,0.11141498
31.83790041996461,-0.25332785,0.11280083,0.07992026,-0.24226457,-0.035791934,0.3287818,-0.36671183,0.47014466,0.042415004,0.08748985,0.034782793,0.23939605,0.021409249,-0.5223754,-0.36360335,0.09721476,0.28875017,0.007637751,0.2388259,-0.38978803,-0.26815233,0.28995585,0.5099152,-0.11716133,0.0910231,0.0007812815,-0.07487108,0.0613837,0.18228665,0.30870017,-0.37795144,-0.2167924,0.2951631,-0.18612972,-0.12163051,0.23161344,-0.38840315,-0.51244926,-0.023745801,-0.006259848
31.87121832852874,-0.11517595,0.107182845,0.20237881,-0.22491927,0.3864283,0.28989983,-0.25851282,-0.042149637,0.09065855,0.14386001,0.009394934,0.40117773,0.1254058,-0.47426498,-0.27245164,0.35257527,0.45166487,0.06292308,0.24171308,-0.47900695,-0.11228558,0.22194317,0.28344837,-0.047446273,0.2557103,-0.0074218013,-0.00785958,0.0067168,0.28296292,0.3539457,-0.60795593,-0.104882926,0.33263242,-0.05364638,0.03062341,0.43316644,0.023363192,-0.5389956,-0.12087836,0.030089837
31.90463130995243,-0.16170928,-0.01922053,0.19635297,-0.18352023,0.22010086,0.29371843,-0.24047354,0.3098722,0.23881437,0.17398742,0.10756891,0.29517412,0.13116223,-0.2734936,-0.57960284,0.24531965,0.315789,0.0043803244,0.20757519,-0.57628214,-0.08343089,0.19171424,0.2536024,0.030763755,0.201984,-0.044477638,-0.0015332074,0.07492261,0.5093054,0.32354727,-0.50674224,-0.14988038,0.31152502,0.122953355,-0.041116647,0.2771593,-0.3427121,-0.45832634,-0.034197718,-0.12469673
31.94718085585583,-0.10917551,0.09405598,0.08661509,-0.29676569,0.16012539,0.29207757,-0.5062618,-0.0683701,0.2974212,0.17386855,0.11859601,0.31371635,0.10616286,-0.36618385,-0.26669002,0.18701471,0.4411751,-0.0563046,0.19022112,-0.505027,0.035132896,0.21519047,0.25118312,-0.033689614,0.23072511,0.008698253,0.07236312,-0.028077465,0.6209693,0.31101954,-0.6731375,-0.23069476,0.4360626,0.0059646443,0.016737046,0.3786434,-0.043782048,-0.5382432,-0.18469752,-0.019389203
31.97778934332933,-0.2703475,0.03563107,0.21874978,-0.12565692,0.328091,0.30487746,-0.27652097,0.006397852,0.11274848,0.035152514,-0.005547981,0.3069483,0.131303,-0.5072303,-0.44219992,0.30117667,0.19223572,-0.061534803,0.2975946,-0.3769713,-0.33480066,0.19832602,0.41153324,0.036553662,0.21055457,-0.012810697,0.046628173,0.003802965,0.25012583,0.37769842,-0.43567857,-0.20550957,0.36044717,-0.25001135,-0.077411935,0.20973748,-0.13730517,-0.5148704,0.005228639,0.19277951
31.98583717588782,-0.41608188,0.1915022,0.107147306,-0.26970553,0.32115355,0.24079701,-0.16484389,0.017274244,0.09398657,0.13352294,0.03577208,0.34593886,0.08209051,-0.51003534,-0.4615773,0.15278298,0.22897676,-0.09086744,0.31071976,-0.4328208,-0.13003449,0.17396241,0.3820794,0.070070334,0.19592479,-0.008545954,0.08905151,0.015360702,0.38288394,0.31718737,-0.44595283,-0.17417407,0.44532114,-0.49846575,0.069127515,0.2070713,-0.2697185,-0.45972392,-0.057663962,0.05800591
32.05528613849865,-0.025461314,0.1187258,0.104798846,-0.11312714,0.43838578,0.2648213,-0.30980748,0.11289043,0.29373726,0.19465366,0.026853269,0.2647895,0.08841378,-0.26592237,-0.59353656,0.17329468,0.22436321,-0.11264542,0.28869605,-0.59499156,0.17711343,0.27759,0.2550515,0.18071076,0.33142126,-0.05669843,0.06148476,0.034520343,0.6050701,0.3599163,-0.69704247,-0.20863958,0.29119858,-0.20159136,-0.12519222,0.2892779,-0.10936455,-0.4579018,-0.042410836,0.13974215
32.10685678492184,-0.06364916,0.0651902,0.12211255,-0.30056176,0.08423044,0.36794132,-0.16277753,-0.2989022,0.17371893,0.08732587,0.078445524,0.32013363,0.064646415,-0.3401003,-0.38801345,0.21079323,0.31494054,0.02627922,0.2787294,-0.64350355,0.0039845123,0.16536738,0.21281594,-0.12088424,0.1837984,0.005851836,0.21498092,-0.17670554,0.41052285,0.33517653,-0.5945276,-0.2888269,0.42684662,-0.054761704,-0.049367264,0.1626792,-0.19427405,-0.50967157,-0.16930611,-0.10951815
32.20570054376385,-0.06631071,0.016674621,0.33997717,-0.15848368,0.2603218,0.2969198,-0.23224176,0.14945956,0.13895214,0.13123347,0.013410103,0.22119737,0.13515614,-0.6467791,-0.26165166,0.27130038,0.33166307,-0.02554757,0.29937607,-0.5765582,0.23652753,0.24630633,0.2075269,0.09581307,0.15805513,-0.075322054,0.09760154,0.12570181,0.511535,0.35683006,-0.7470825,-0.071233876,0.3710286,-0.18390521,0.0329629,0.2540596,-0.20546643,-0.4409143,-0.1892069,0.084173545
32.21495259430149,-0.14831306,0.08749244,0.078302175,-0.26898682,-0.067488916,0.32021105,-0.21665029,-0.13896932,-0.008306639,0.07260173,0.2163749,0.32509473,0.24947986,-0.37972844,-0.3637668,0.3006601,0.4556221,0.06920811,0.23697115,-0.44130194,-0.28828877,0.26751283,0.3410688,-0.1998065,0.031782925,0.09380809,0.05038346,-0.0941151,-0.17140543,0.3351305,-0.6724023,-0.14590259,0.32079464,0.011294468,0.070690356,0.30595398,-0.070359565,-0.56213367,-0.15315445,-0.02390556
32.27767116198458,-0.09320933,0.01575892,-0.3094896,-0.16737738,0.28496042,0.21253695,-0.27138513,0.6480145,0.18184601,0.17196472,0.07047071,0.34564796,0.15075426,-0.41847762,-0.2752022,0.30759725,0.4231731,-0.16489941,0.29391,-0.5072424,0.22930473,0.0639752,0.38021344,-0.05845563,0.045564987,-0.085101634,-0.04699356,0.15080832,0.53329116,0.41782525,-0.6089252,-0.33072975,0.30918068,-0.10122726,-0.016592208,0.35674044,-0.055874165,-0.4994747,-0.18070859,-0.11412588
32.39607055991332,0.004859794,0.0509094,0.25889733,-0.17691368,-0.032453686,0.37469292,-0.26918304,0.4619585,-0.10319616,0.18309957,0.07190196,0.24842574,0.079283416,-0.5955828,-0.5388885,0.28835925,0.2874294,0.024670444,0.22550415,-0.52142584,-0.04315235,0.3213186,0.18380159,-0.071603514,0.10327328,0.033719577,0.005977825,0.15227076,-0.25084037,0.33524725,-0.57933855,-0.23815933,0.34055868,-0.0686231,0.08598979,0.29893878,-0.13373592,-0.53872854,-0.1545417,-0.1292257
32.42822722601693,-0.0729182,0.24594286,0.17254582,-0.24228813,0.11326351,0.32495207,-0.2788787,0.16201495,0.12833056,0.024162412,-0.1080822,0.06819106,0.17880575,-0.050468918,-0.2692003,0.38572994,0.096165396,0.20088054,0.2996965,-0.389783,-0.032286044,0.33130026,0.37285656,-0.20245983,0.33773458,-0.11153312,0.18266396,-0.0059168274,0.20571819,0.33484,-0.5238948,-0.19378592,0.36419725,0.011740425,-0.069653474,0.34127784,-0.43761978,-0.63659745,-0.14404857,0.15169124
32.44677760633329,-0.1322317,0.33787748,-0.08689004,-0.19410965,0.56768197,0.32881626,-0.4552253,-0.058039416,-0.075214826,-0.025935536,-0.12907955,0.13324435,0.26219237,-0.06883353,-0.13442554,0.22598559,0.24180426,0.11119133,0.2875934,-0.522622,-0.13665634,0.21220993,0.3767753,-0.17246678,-0.0067141512,-0.13082802,0.074713446,0.050794248,0.03336443,0.32693285,-0.46570626,-0.43263748,0.33633453,-0.67951554,0.086004294,-0.11075672,-0.2644977,-0.62240475,-0.1331089,-0.06282104
32.48365887401189,0.073640384,0.20589468,0.06727484,-0.24567808,0.58777773,0.37337348,-0.29111096,-0.25854826,0.15885721,0.06560979,0.046110183,0.30404377,0.11499522,-0.40522432,-0.05871716,0.29192215,0.22035114,-0.027894551,0.4525874,-0.5347097,-0.11383793,0.18680269,0.16705243,-0.0046597044,0.3722385,-0.020444168,0.18940757,-0.011324883,0.35273933,0.3372793,-0.48111397,-0.20867246,0.37813458,-0.15133312,0.092733875,0.25057566,-0.31741872,-0.46756107,0.008229519,0.008049333
32.48788166833032,-0.04725949,0.24631217,-0.059532024,-0.29810584,-0.03881383,0.30916822,-0.21820989,0.4256829,0.09881308,-0.061878007,-0.0044371057,0.09913433,0.21528062,-0.010357942,-0.6475988,0.258035,0.06664195,0.15352324,0.25208175,-0.430368,-0.15305309,0.25611264,0.25749978,-0.0958613,0.31257027,-0.076802,-0.020005375,-0.19335288,0.14032386,0.37108496,-0.51499265,-0.23186225,0.33920348,-0.21946286,0.017066713,0.14521374,-0.3068938,-0.53213626,-0.19738825,-0.115706325
32.53660983263659,-0.4322521,0.12815613,0.054420065,-0.5177757,0.16595808,0.29158902,-0.102706894,-0.06465327,0.23778498,-0.009565931,0.05332062,0.30145946,0.03286758,-0.23570305,-0.33575726,0.2585526,0.14988944,0.11928863,0.298442,-0.35681665,-0.2631377,0.1268733,0.21925095,-0.017920231,0.22359683,-0.023930391,0.03649202,-0.030579822,0.3308778,0.35252398,-0.498544,-0.11120306,0.3483625,-0.30850533,0.05523476,0.35676932,-0.38583383,-0.47157234,-0.19732988,0.063118055
32.62729319536898,-0.067147784,0.09341641,0.2079835,-0.19849074,-0.0825844,0.3678256,-0.21738271,0.030598499,-0.04683115,0.14686272,0.05042661,0.3193241,0.13414037,-0.5948879,-0.30072853,0.17973724,0.3255059,0.027770258,0.23858477,-0.4933223,-0.09538235,0.19607213,0.36873987,-0.14126535,0.04389537,0.11798764,0.014485447,-0.019762982,0.01726475,0.31409746,-0.6084223,-0.114126146,0.37505865,-0.07963207,0.2208298,0.21443456,-0.2377666,-0.4955825,-0.28575742,-0.19352472
32.706884652966,0.062475298,0.09482379,-0.008234403,-0.3235809,0.44877234,0.2923245,-0.32641348,0.04447637,-0.058221232,0.23300447,0.07951695,0.25564554,0.10962508,-0.72074664,-0.40933713,0.19355617,0.37902412,-0.02597657,0.1417922,-0.4670746,-0.018086882,0.2619743,0.24649066,0.06196455,0.21569087,0.049727373,-0.008472105,0.031876296,-0.058955643,0.3715597,-0.52030873,-0.12367225,0.31217057,-0.36351556,-0.02283497,0.40733817,-0.065392785,-0.48051912,-0.059539177,-0.020062571
32.75209569199829,-0.34996164,0.16035306,0.0039504897,-0.2761201,-0.05334597,0.26557612,-0.3000917,0.673854,0.029683797,0.15829468,0.08733327,0.32961756,0.08024486,-0.7165327,-0.14558642,0.24688725,0.2705804,0.11653466,0.26048756,-0.3668266,-0.101895206,0.2428049,0.32784805,-0.09993636,0.07122811,0.021969931,-0.05651817,0.2406411,-0.030717168,0.34364787,-0.37341002,-0.3628857,0.35168475,-0.40860322,0.00080502324,0.3357001,-0.2646717,-0.60210705,-0.109040916,0.06278221
32.77589768765405,0.15209472,0.07570958,-0.18652202,-0.3481922,-0.22184114,0.31808323,-0.17257325,0.25492597,0.052867252,0.118938684,0.2577974,0.2944697,0.10151022,-0.34464458,-0.16740203,0.09748428,0.3675049,-0.058692176,0.15856984,-0.5579726,-0.12279679,0.16549475,0.36848843,-0.24446541,0.06706015,-0.022664793,-0.041000124,0.20562586,-0.054306336,0.39673066,-0.6208422,-0.112489484,0.40780127,-0.14125693,0.1232122,0.38492224,-0.14414233,-0.50261945,-0.20252727,-0.04189221
32.79687612684089,-0.039929125,0.08938857,-0.39613312,-0.35908946,-0.09141005,0.32124698,-0.1704823,-0.13046564,0.052524567,0.055889636,0.17192727,0.33354676,0.06909554,-0.37981272,-0.31250727,0.07093263,0.22035329,0.025957586,0.23875317,-0.5279481,0.14107616,0.23947343,0.28698346,0.011604612,0.16396412,-0.008815012,0.052511107,-0.06132785,0.18625921,0.3704646,-0.6149235,-0.35839796,0.3763784,-0.28224945,0.16519104,0.45351553,-0.35820156,-0.5280052,-0.052865595,0.11243888
32.84830682682786,-0.17445365,0.15675835,0.22620367,-0.22343601,0.023649016,0.31341556,-0.35262185,0.27882165,0.07425173,0.12756972,0.09421169,0.28746143,0.106621474,-0.47550038,-0.1632176,0.44385335,0.29539472,-0.092384286,0.31474742,-0.5185639,0.13034661,0.10383853,0.2644269,-0.024096204,0.08100147,0.048670143,0.107152656,0.11783164,0.09108366,0.32992643,-0.57227105,-0.23697433,0.36149636,-0.0954571,0.16486928,0.26620364,-0.14918709,-0.46318433,-0.14917217,0.09685334
32.87856448546807,-0.22329077,0.18442515,-0.32853845,-0.358249,0.06435277,0.35970646,-0.06528903,0.48332047,0.045042183,0.09684207,0.06075788,0.353722,0.03550235,-0.43120137,-0.10989984,0.17016414,0.2122156,0.07765379,0.2795459,-0.43650892,-0.1986916,0.2880624,0.36718366,0.001286656,0.18873489,-0.07323308,-0.03278748,0.061769754,-0.20606126,0.31737086,-0.39609775,-0.30501217,0.22155848,-0.3418141,0.19133674,0.38432562,-0.43677378,-0.5243081,-0.22959206,0.052614417
32.88081694660667,-0.006850839,0.14054646,0.071237735,-0.3290092,0.38514158,0.32160446,-0.4626424,0.16444036,-0.056519482,0.17377625,0.023606554,0.2005822,0.07626926,-0.30336708,-0.42849234,0.08466298,0.24895617,0.17762293,0.19814114,-0.39158493,-0.0603883,0.36016572,0.26561967,0.17102796,0.22402805,-0.12036678,0.017778253,-0.034954343,0.016894905,0.3210817,-0.43338487,-0.29035202,0.32473215,-0.42233577,-0.04890041,0.2510743,-0.44692338,-0.53448397,-0.12772344,-0.025422344
33.22035444184204,-0.083622776,0.2398998,0.08240483,-0.38480917,0.13307384,0.34194896,-0.19493446,-0.065665364,0.23194413,-0.057549994,-0.16751112,0.32517618,0.20425476,0.14138077,-0.29119584,0.4642649,0.09240813,0.13616978,0.26072273,-0.3919902,-0.10227044,0.17169002,0.2671885,-0.09916963,0.15605678,-0.02293154,0.07885107,0.24542086,0.3119925,0.3776532,-0.36300775,-0.1602825,0.4002549,-0.3403221,0.1825691,-0.08891491,-0.5434311,-0.6281761,-0.051647596,-0.031804066
33.25100774530771,-0.23399045,0.12399478,-0.23122153,-0.23954566,0.50869787,0.28166258,-0.17548266,0.10041701,0.2395706,0.063858986,0.064846516,0.3710637,0.02468149,-0.11150628,-0.2511335,0.23111074,0.30483237,-0.06781107,0.23897624,-0.44355664,-0.038991947,0.25957975,0.39274132,0.023506636,0.34647784,-0.11776505,0.06671038,-0.00713986,0.36023223,0.41732058,-0.4880165,-0.29657823,0.31817064,-0.4742028,0.068666086,0.23908353,-0.44253626,-0.48859426,0.0035551265,0.07075731
33.2729182169202,0.1265391,0.062313687,-0.16257033,-0.09579394,0.34975904,0.33264428,-0.19865687,0.5965455,-0.04591172,0.15338524,0.105544634,0.2364529,-0.005172057,-0.42319956,-0.4517472,0.43674272,0.24051593,-0.064775236,0.192468,-0.7352387,0.18952943,0.1875918,0.34433183,-0.0015034424,0.3190225,-0.051584117,0.13298835,0.16337256,-0.02989175,0.3996865,-0.47734013,-0.2916021,0.29770827,-0.1723539,-0.09253325,0.2090555,-0.14966059,-0.48288336,0.010923718,-0.008297684
33.5571694642368,-0.10763755,0.2239239,0.3365096,-0.27812153,-0.03982429,0.40311873,-0.29138622,0.3931542,0.07863108,0.20855564,0.117709056,0.32511485,-0.0024980123,-0.17929654,0.041395772,0.43081948,0.2749063,0.11863988,0.4476232,-0.56308705,0.018158073,0.23204869,0.16536395,-0.0398592,0.059951987,-0.039120402,0.051242594,0.1103044,0.088480785,0.38918495,-0.37787983,-0.34017837,0.34520322,-0.47492895,0.20485993,0.38501725,-0.3686104,-0.63316715,-0.044197667,-0.030278245
33.85186619255565,-0.29731098,0.20679662,0.04619298,-0.45898333,-0.14614716,0.30434185,-0.2921672,-0.0029002738,0.30242583,-0.06162516,-0.03552717,0.3251431,0.2660206,0.09435134,-0.13815114,0.4056695,0.106875785,-0.008930852,0.4237512,-0.37559408,-0.42121556,0.1312334,0.36016408,-0.06658185,0.32205305,-0.058198106,0.15018296,0.1506614,0.56965387,0.372804,-0.381467,-0.3514413,0.34581828,-0.05993315,0.14370656,0.090092525,-0.57086885,-0.62077945,0.12094865,0.21557884
34.43673180421263,-0.043882668,0.3403632,-0.23980919,-0.29142597,0.39809027,0.3830486,-0.069393195,0.3146008,0.33533093,-0.03384196,-0.007731875,0.19205603,0.2666136,-0.11871841,-0.20388354,0.26999056,0.12438,0.21347825,0.24796465,-0.38882226,-0.03569427,0.15177011,0.28383863,-0.06090416,0.073628664,-0.17527094,0.12895992,-0.29463583,0.39139533,0.31667793,-0.4695705,-0.34345618,0.25961998,-0.1976516,-0.008040639,0.07905905,-0.38770273,-0.5815768,-0.1837702,0.15279023
34.7494008586598,0.0542768,0.3463737,-0.020673716,-0.06340209,0.40976754,0.285191,-0.4246284,0.08789995,0.40611324,-0.051983688,-0.19181944,-0.0041523394,0.25714234,0.09293312,-0.5832211,0.14618641,0.02672167,0.14864373,0.344416,-0.56555444,0.15066274,0.36417344,0.26999384,0.013200903,0.16453016,-0.1312612,0.12546216,-0.13352609,0.45141277,0.3059369,-0.59737676,-0.22693679,0.27772155,-0.4135312,-0.13922732,0.048412267,-0.3932976,-0.5815217,-0.07741498,0.1148973
34.77011113075128,-0.06913491,0.03477109,0.25797656,-0.14642738,-0.004259086,0.33086792,-0.23552154,-0.009428043,0.10826135,0.17137925,0.10328213,0.26671514,-0.03590999,-0.48980084,-0.26323566,0.41182384,0.3047105,-0.00994964,0.25902945,-0.46617198,-0.02696051,0.12620878,0.29757404,-0.15521504,0.03995012,-0.02788601,0.010797561,0.025477666,0.21384156,0.35072315,-0.58834946,-0.14607036,0.31365418,0.051853217,0.04489506,0.4654881,-0.37752792,-0.49213743,-0.10033668,0.019915335
34.88339832154442,-0.022729972,0.3298915,-0.19008341,-0.33012328,-0.0851819,0.35647106,-0.3024847,-0.092721246,0.031883586,-0.13861714,-0.09011197,0.30861542,0.291595,-0.16411293,-0.1192046,0.4097705,0.15893982,0.16033849,0.31270185,-0.4592284,0.24046682,0.30579513,0.27905598,-0.08632324,0.38524178,-0.13440508,0.1381735,0.024278997,0.0126771405,0.3401937,-0.44166687,-0.2635702,0.28354123,-0.25316143,-0.048686113,0.2177145,-0.62335145,-0.6118125,-0.014116629,-0.0006764666
34.89443039056358,-0.38813332,0.33669648,0.028155096,-0.24788116,0.44565874,0.27254862,-0.35894898,0.4038779,0.42897338,-0.01761391,-0.13313287,-0.032755975,0.21196516,-0.37187344,-0.4232334,0.10808173,0.14838211,0.2727624,0.36016855,-0.3549559,-0.1777029,0.40841854,0.37663436,-0.047953963,0.15805162,-0.21796529,0.10223919,-0.15879475,0.35111502,0.26055527,-0.34921783,-0.27049902,0.24176401,-0.13674715,-0.06273976,-0.055222448,-0.4548111,-0.5030308,-0.086635105,0.12019408
34.93065966009429,-0.020968223,0.061779853,0.19719975,-0.45514664,0.05744994,0.44918773,-0.31483474,0.33040094,0.061884087,0.17847605,0.17445385,0.25915924,0.006211982,-0.24676833,-0.317168,0.2502475,0.20005324,-0.09524808,0.30321524,-0.42696264,-0.37858292,0.14085703,0.31246144,-0.01733682,0.08356039,0.07424125,0.12106346,0.12014517,-0.32990265,0.4087074,-0.38166073,-0.19415446,0.3830331,-0.5109417,-0.08634412,0.23887524,-0.3846874,-0.56685174,0.040814996,-0.03703117
34.93102546484152,-0.14674968,0.010452084,-0.19986966,-0.18152268,0.51032,0.2168967,-0.2092957,0.2375641,0.1743533,0.13693453,0.05570154,0.303829,0.09700408,-0.60035384,-0.5477403,0.3343487,0.26069295,0.040081844,0.071975395,-0.49628997,-0.106832296,0.16467397,0.40672034,0.044311974,0.35076666,-0.09187651,-0.057705835,0.1362078,0.27582067,0.38563508,-0.4892061,-0.17632751,0.2185267,-0.18135673,-0.098688565,0.4172839,-0.38633016,-0.4611497,-0.12254017,0.047699273
34.93994395174937,0.07482642,0.31608185,0.064853504,-0.18390372,0.68718296,0.36537492,-0.35601065,0.3914987,0.24258511,-0.014361942,-0.098622404,0.07113,0.1930018,-0.081766315,0.044746585,0.4667821,0.09567369,0.12811561,0.42904133,-0.5129477,-0.11712091,0.2583331,0.20324,-0.038131833,-0.04846957,-0.079072915,0.14877994,-0.37555417,0.3733758,0.31664,-0.46265015,-0.23355995,0.32861423,-0.21771082,0.119019635,0.14649297,-0.4359289,-0.5768489,-0.04809786,0.005403941
34.94445199398103,-0.2894842,0.2803962,0.018576968,-0.21140291,0.46285135,0.23264983,-0.33098906,0.120208025,0.22069329,-0.003776235,-0.094589695,0.019879997,0.2765669,-0.21361148,-0.518333,0.31660882,0.13066106,0.13884598,0.29869348,-0.25420254,-0.2755105,0.21554652,0.28251693,-0.10330392,0.04980984,-0.19412346,0.11816035,-0.14319463,0.29589528,0.28767097,-0.44824222,-0.27112082,0.28093776,-0.14076853,-0.037568938,0.19770229,-0.36705998,-0.6423469,0.010759812,0.20908767
34.95460542969052,-0.028783647,0.43485606,0.04466411,-0.39508495,0.031466834,0.33632696,-0.24088162,0.462482,0.40212244,-0.021502133,-0.0365927,0.0841436,0.29018304,0.13779826,-0.36612305,0.27185822,0.1426522,0.051262964,0.4062011,-0.57008237,-0.052557096,0.26006708,0.21298368,-0.032804728,0.3672003,-0.07264673,0.24165227,-0.37054852,0.37779254,0.28588796,-0.5109156,-0.3632992,0.27514628,-0.09025648,-0.20027208,0.08127603,-0.34647158,-0.49538016,-0.08586805,-0.16364673
34.99550449459134,-0.2111167,0.23957033,0.08116097,-0.28344885,-0.04160424,0.33669198,-0.39944914,-0.18640673,0.13128683,-0.07556892,-0.026760012,0.15695317,0.2744539,-0.2763241,-0.2939446,0.24287495,0.10211429,0.07963857,0.23539582,-0.3901021,-0.30902195,0.24431124,0.41895127,-0.11193406,0.3797875,-0.10124989,0.10705204,0.19596384,0.3267338,0.32956535,-0.42427367,-0.070773125,0.2765954,-0.15976983,-0.085130624,0.14583264,-0.49533087,-0.64782476,0.0528095,0.052890684
